Number,Content,Trinary,Source
359,Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.,-1,Twitter
360,I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.,-1,Twitter
361,"Lady across the way had a miscarriage, say a prayer",0,Twitter
362,God I just want to sleep.,0,Twitter
363,@ksutt11 ohhhh thunderstorms...boo  why do they always have to make the power go out??,1,Twitter
364,I feel so deflated. No more doggy.,0,Twitter
365,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes,-1,Twitter
366,"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK",-1,Twitter
367,is feeling bad  just got bad news about my Mum,-1,Twitter
368,@RealBlackWidow But but I dun wanna,0,Twitter
369,@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp,-1,Twitter
370,"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha",-1,Twitter
371,@brettyrocks thats what i was thinking but the only time it's gonna be on is 1 am!,1,Twitter
372,"Peeps still here. Fun times. Gotta sleep tho. Work in the A.M. Some cool, hot chicks here. But none as cool as ____________. Missing her",1,Twitter
373,don't feel like working  I think I tweet this too often!,1,Twitter
374,feels sick to my stomach and idkk whyy,-1,Twitter
375,vineri...nimic special sau probabil un alt weekend pierdut...,1,Twitter
376,Counting the hours of lost sunshine until the Weekend,1,Twitter
377,@justintevya - dude i just saw your SF pics. looks like your mini excursion was pretty kick ass! didn't see any sun while i was there tho,1,Twitter
378,is home.  safely... but hungry,-1,Twitter
379,"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER",0,Twitter
380,"got to final table, but....went out third.  Don't think I'll be getting my free seat",0,Twitter
381,good morning work this morning gutted lol nevermind,1,Twitter
382,I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!,-1,Twitter
383,FB is boring   and i wanna sing RIGHT NOW..! *-*,-1,Twitter
384,@judyrey  The link doesn't work,0,Twitter
385,@Deedubau hahaha I don't know anyone or anything about it except they have powers lol... I live in my own bubble,1,Twitter
386,The humpalow um ya I think so... Cell is dying,-1,Twitter
387,Last day at work...Sick to the bone,-1,Twitter
388,i feel like I'm on house arrest.,1,Twitter
389,"love is like a war,,easy to begin, hard to end..fiuuhh...",-1,Twitter
390,@heavenjones ur supposed to be in BK tho,0,Twitter
391,@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad,-1,Twitter
392,Oh no!  Nighty night.,1,Twitter
393,@celldweller Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though...  Hurry!,1,Twitter
394,my stupid tooooth hurts,-1,Twitter
395,"@neyoofficial: love the song &quot song for me...well i think it's still is""",1,Twitter
396,Ready To Go @ School,0,Twitter
397,@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.,-1,Twitter
398,@Richard_Gable It's good isn't it! Our holiday chalet is out of sight but look v similar to those ones. Going home again today,1,Twitter
399,It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...,-1,Twitter
400,@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages,-1,Twitter
401,my dog ran awayyy,1,Twitter
402,@all_is_one84 Those suck so bad.,-1,Twitter
403,"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain.",-1,Twitter
404,"just finished 8 hours of Texas Life Insurance CE tonight, 22 more hours to go",0,Twitter
405,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,1,Twitter
406,I want to go to Peru this summer ahhhhhhh! Hopefully! Yesyesyes! I miss it over there!!!,1,Twitter
407,@exortabreedoll what happen to the maids of yours? Quit once again? ...,-1,Twitter
408,I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!,1,Twitter
409,At Charle's with the power out. LOL! Damn SaveMart lost power and we could not buy beer.,1,Twitter
410,@Penguin_J heehee. i love you! i am tired.,1,Twitter
411,my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,-1,Twitter
412,@Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,0,Twitter
413,"@kimberly625 hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night.",1,Twitter
414,"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day",-1,Twitter
415,went to the beach and it started raining,0,Twitter
416,"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job...",0,Twitter
417,"@AnthonyLucas @iainfunnell Yeah, physically moving too!  Apparently we'll be reporting directly to Mr. Hayward...",1,Twitter
418,@nayRyelgiuQ airport? and you didnt show up tonight homo!,-1,Twitter
419,@charloro jealous  it looks like schindler's list in toronto,-1,Twitter
420,I want another tatt,0,Twitter
421,@avalonabsinthe what?! Come as you are!!! But erock just left  bah D:,-1,Twitter
422,"So, I need to make a lot of money tomorrow",0,Twitter
423,@joiskol  being in your room makes me sad.,-1,Twitter
424,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.",-1,Twitter
425,for the gays i only made 200 tonight,0,Twitter
426,@CocktailChic oh f*ck! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,-1,Twitter
427,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!",1,Twitter
428,@MandyAlwaysKnws nope.  they are all sleeping cuz they live on the east coast.,0,Twitter
429,"@dravenreborn I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing",1,Twitter
430,@meljachin: eww. dislike,-1,Twitter
431,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.,-1,Twitter
432,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,1,Twitter
433,"@SuzyDunkley sorry bout the cat,",-1,Twitter
434,needs to have an increase on her salary  http://plurk.com/p/wxluu,0,Twitter
435,my stomach feels like it's touching the ground..i'm SO full,1,Twitter
436,Pug just woke me from an incredible sleep!,1,Twitter
437,@ddlovato i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!,1,Twitter
438,Sooo much work so little time,1,Twitter
439,missed iron chef,-1,Twitter
440,@thevowel the DS version sucks,-1,Twitter
441,what a bad day,-1,Twitter
442,@lilxamyx08 i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,-1,Twitter
443,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs,-1,Twitter
444,"Ugh, my internet was down!",-1,Twitter
445,omg i didnt tweet all that much today.... *sadness*,-1,Twitter
446,is feeling so giddy and wanna go home.,0,Twitter
447,the week just wasnt the same without an adam lambert performance!!!,1,Twitter
448,@rockingjude The link doesn't work,0,Twitter
449,Up and packing. Its the last day of youth camp,0,Twitter
450,"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..",1,Twitter
451,Smh @ hiphop nursery rhymes,0,Twitter
452,Somebody please save the polar bears!,1,Twitter
453,@PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol,1,Twitter
454,@CrazyBallerina Not really sleepy ...bored is the right word ... again not much work,-1,Twitter
455,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.,1,Twitter
456,guess im staying home tonight...no movie-ing for me,0,Twitter
457,went to the cd store to search for the cd. But,0,Twitter
458,@BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs,-1,Twitter
459,I miss my mom..  &quot,-1,Twitter
460,on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt,-1,Twitter
461,@chocolovere i feel the same way every day,0,Twitter
462,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,-1,Twitter
463,@crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it,-1,Twitter
464,Sleppytime. Really missing my godfather right now. Love you Wayne,1,Twitter
465,So have a headache right now and it sucks,-1,Twitter
466,@JayDz hope ya sleepin well  guys still here,1,Twitter
467,"i should be finished.... but i'm not.  color drawing, here i come.",0,Twitter
468,"@jwray12 Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please",1,Twitter
469,"comfort food of the day: pan mee. though, it didnt taste any good..",1,Twitter
470,damn being drunk and hot sucks,-1,Twitter
471,misses my baby.,-1,Twitter
472,is not sleeping because he has paperwork to do.,0,Twitter
473,Showered in ice-cold water. Sweating now. Means one thing: I'm sick,-1,Twitter
474,"midnight cry.. wish the person I wanted, wanted me right now",-1,Twitter
475,@mousebudden I'ma need you to follow me real quick cause I can't DM you,0,Twitter
476,I'm poorly and can't sleep,-1,Twitter
477,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.,-1,Twitter
478,"@RoasterBoy And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz",-1,Twitter
479,@damohopo @StephanieEllen If I told you how often I wash my hair you would never speak to me again,0,Twitter
480,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman.",-1,Twitter
481,@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!,-1,Twitter
482,didnt say goodnight to you,0,Twitter
483,@abguerraartist  I am not a pussy! damnit!  [sending you an e-mail right now btw],-1,Twitter
484,has work tom.,0,Twitter
485,In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.,0,Twitter
486,Can't sleep and nothings on tv!!,1,Twitter
487,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",1,Twitter
488,@KallieT oh ... you've been superseeded?  not good enough,0,Twitter
489,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm,1,Twitter
490,fuckin'm transtelecom,0,Twitter
491,"is really, really bored... I guess I will go to bed",-1,Twitter
492,@Syo_of_the_dead I met a stranger just 10 min ago. He was stalking me at the store,0,Twitter
493,@ModelTheany  tee we beefin....what was u supposed to do before leavin????,0,Twitter
494,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,-1,Twitter
495,@nickkk_ that sucks!,1,Twitter
496,@dorkydeanna IIII know!!! and mean,1,Twitter
497,Having Fever  dont feel to work,0,Twitter
498,"Taking Horse Pills, hoping I can get some sleep tonight",1,Twitter
499,@BusyGod PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,0,Twitter
500,missing @MeLDiBiAsE...6 days can't pass quick enough,0,Twitter
501,@juliaiiivir Hey! That's my school! I hate that place.,-1,Twitter
502,"Working from home today, my back is killing me  Doctor and then physio after later today.",-1,Twitter
503,back to work.. with no distractions..,-1,Twitter
504,"@ddlovato demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",1,Twitter
505,awwww  i never noticed this http://bit.ly/RConp,0,Twitter
506,"@heavyharts that sucks  well state starts tomorrow so im headin 2 bed, nitey nite",-1,Twitter
507,"Looks like it's going to be too nice to work today, how annoying as I have no choice",-1,Twitter
508,@mygoldmask did you guys keep a set list? I forgot to ask for one  xx,1,Twitter
509,"First impression of Silverlight: sadly, based on what I saw today, it's quite problematic",-1,Twitter
510,is desperatly hoping my dad takes me to vanessa's game,-1,Twitter
511,@pb_and_jay hi!  Fuck your job!,-1,Twitter
512,Missing you all deeply,0,Twitter
513,"the time you go to bed,  i have to get up to go to work",0,Twitter
514,"@mrssunshine96 big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot",-1,Twitter
